Loading dataset...
Dropout 0.2
Inner Dropout 0.2
Inner Dropout 0.2
Initializing model...
Start training...
{'loss': 1945.747, 'learning_rate': 0.00011737704918032787, 'epoch': 3.28}
{'loss': 1281.8745, 'learning_rate': 0.003657049180327869, 'epoch': 91.8}
{'loss': 1246.7065, 'learning_rate': 0.0037881967213114756, 'epoch': 95.08}
{'loss': 1259.3455, 'learning_rate': 0.003919344262295082, 'epoch': 98.36}
{'eval_loss': 85010.53125, 'eval_kendalltau': 0.41912590956826856, 'eval_runtime': 36.1472, 'eval_samples_per_second': 3.624, 'eval_steps_per_second': 3.624, 'epoch': 98.36}
{'loss': 1250.7895, 'learning_rate': 0.0039999805850711116, 'epoch': 101.64}
{'loss': 1272.3287, 'learning_rate': 0.0039997487503292085, 'epoch': 104.92}
{'loss': 1314.97, 'learning_rate': 0.003999254985286652, 'epoch': 108.2}
{'loss': 1271.7541, 'learning_rate': 0.003998499354617578, 'epoch': 111.48}
{'loss': 1255.123, 'learning_rate': 0.003997481957295706, 'epoch': 114.75}
{'loss': 1252.0927, 'learning_rate': 0.00399620292658137, 'epoch': 118.03}
{'loss': 1255.4744, 'learning_rate': 0.003994662430004063, 'epoch': 121.31}
{'loss': 1232.2296, 'learning_rate': 0.003992860669340501, 'epoch': 124.59}
{'loss': 1212.6963, 'learning_rate': 0.003990797880588189, 'epoch': 127.87}
{'loss': 1206.2441, 'learning_rate': 0.003988474333934505, 'epoch': 131.15}
{'eval_loss': 79291.0859375, 'eval_kendalltau': 0.43544226887521126, 'eval_runtime': 28.3034, 'eval_samples_per_second': 4.628, 'eval_steps_per_second': 4.628, 'epoch': 131.15}
{'loss': 1205.3177, 'learning_rate': 0.003985890333721319, 'epoch': 134.43}
{'loss': 1175.3848, 'learning_rate': 0.003983046218405129, 'epoch': 137.7}
{'loss': 1185.6169, 'learning_rate': 0.003979942360512721, 'epoch': 140.98}
{'loss': 1191.5271, 'learning_rate': 0.003976579166592382, 'epoch': 144.26}
{'loss': 1176.4609, 'learning_rate': 0.003972957077160653, 'epoch': 147.54}
{'loss': 1173.0262, 'learning_rate': 0.003969076566644617, 'epoch': 150.82}
{'loss': 1186.5759, 'learning_rate': 0.003964938143319771, 'epoch': 154.1}
{'loss': 1161.4241, 'learning_rate': 0.003960542349243444, 'epoch': 157.38}
{'loss': 1150.1926, 'learning_rate': 0.003955889760183798, 'epoch': 160.66}
{'loss': 1154.7193, 'learning_rate': 0.003950980985544414, 'epoch': 163.93}
{'eval_loss': 80043.234375, 'eval_kendalltau': 0.4368480320231973, 'eval_runtime': 29.0437, 'eval_samples_per_second': 4.51, 'eval_steps_per_second': 4.51, 'epoch': 163.93}
{'loss': 1162.5006, 'learning_rate': 0.003945816668284473, 'epoch': 167.21}
{'loss': 1152.7313, 'learning_rate': 0.003940397484834539, 'epoch': 170.49}
{'loss': 1165.6856, 'learning_rate': 0.003934724145007956, 'epoch': 173.77}
{'loss': 1131.5123, 'learning_rate': 0.0039288276547685295, 'epoch': 177.05}
{'loss': 1153.2525, 'learning_rate': 0.0039226495258896646, 'epoch': 180.33}
{'loss': 1149.0163, 'learning_rate': 0.003916219565290297, 'epoch': 183.61}
{'loss': 1142.7132, 'learning_rate': 0.003909538615176985, 'epoch': 186.89}
{'loss': 1141.0416, 'learning_rate': 0.003902607550631296, 'epoch': 190.16}
{'loss': 1153.5878, 'learning_rate': 0.0038954272794951886, 'epoch': 193.44}
{'loss': 1133.2097, 'learning_rate': 0.0038879987422520985, 'epoch': 196.72}
{'eval_loss': 86510.15625, 'eval_kendalltau': 0.4523475031562995, 'eval_runtime': 28.6211, 'eval_samples_per_second': 4.577, 'eval_steps_per_second': 4.577, 'epoch': 196.72}
{'loss': 1126.0285, 'learning_rate': 0.0038803229119037572, 'epoch': 200.0}
{'loss': 1143.2081, 'learning_rate': 0.003872441015370635, 'epoch': 203.28}
{'loss': 1124.4377, 'learning_rate': 0.003864274870864632, 'epoch': 206.56}
{'loss': 1114.9822, 'learning_rate': 0.003855864540644126, 'epoch': 209.84}
{'loss': 1117.3716, 'learning_rate': 0.0038472111263076654, 'epoch': 213.11}
{'loss': 1113.2228, 'learning_rate': 0.0038383157612933475, 'epoch': 216.39}
{'loss': 1103.5055, 'learning_rate': 0.003829179610730359, 'epoch': 219.67}
{'loss': 1102.722, 'learning_rate': 0.0038198038712863613, 'epoch': 222.95}
{'loss': 1130.4293, 'learning_rate': 0.0038101897710107547, 'epoch': 226.23}
{'loss': 1111.5037, 'learning_rate': 0.0038003385691738225, 'epoch': 229.51}
{'eval_loss': 80077.7890625, 'eval_kendalltau': 0.4439256908502383, 'eval_runtime': 33.7561, 'eval_samples_per_second': 3.881, 'eval_steps_per_second': 3.881, 'epoch': 229.51}
{'loss': 1107.172, 'learning_rate': 0.003790251556101791, 'epoch': 232.79}
{'loss': 1076.3508, 'learning_rate': 0.0037799300530078207, 'epoch': 236.07}
{'loss': 1075.4627, 'learning_rate': 0.003769375411818952, 'epoch': 239.34}
{'loss': 1087.1733, 'learning_rate': 0.0037585890149990264, 'epoch': 242.62}
{'loss': 1088.2599, 'learning_rate': 0.0037475722753676096, 'epoch': 245.9}
{'loss': 1104.2673, 'learning_rate': 0.0037363266359149395, 'epoch': 249.18}
{'loss': 1076.3571, 'learning_rate': 0.0037248535696129195, 'epoch': 252.46}
{'loss': 1082.1374, 'learning_rate': 0.003713154579222186, 'epoch': 255.74}
{'loss': 1094.5444, 'learning_rate': 0.003701231197095277, 'epoch': 259.02}
{'loss': 1056.264, 'learning_rate': 0.0036890849849759173, 'epoch': 262.3}
{'eval_loss': 77815.359375, 'eval_kendalltau': 0.46425906698198177, 'eval_runtime': 30.5693, 'eval_samples_per_second': 4.285, 'eval_steps_per_second': 4.285, 'epoch': 262.3}
{'loss': 1074.8969, 'learning_rate': 0.0036767175337944643, 'epoch': 265.57}
{'loss': 1062.9789, 'learning_rate': 0.0036641939423985256, 'epoch': 268.85}
{'loss': 1065.9477, 'learning_rate': 0.0036513899872887647, 'epoch': 272.13}
{'loss': 1069.0076, 'learning_rate': 0.003638369730468203, 'epoch': 275.41}
{'loss': 1049.1217, 'learning_rate': 0.0036251348773509748, 'epoch': 278.69}
{'loss': 1061.2091, 'learning_rate': 0.0036116871614593807, 'epoch': 281.97}
{'loss': 1069.6073, 'learning_rate': 0.0035980283441968313, 'epoch': 285.25}
{'loss': 1058.5969, 'learning_rate': 0.003584160214617132, 'epoch': 288.52}
{'loss': 1055.3426, 'learning_rate': 0.0035700845891901514, 'epoch': 291.8}
{'loss': 1057.1112, 'learning_rate': 0.003555803311563897, 'epoch': 295.08}
{'eval_loss': 79984.4375, 'eval_kendalltau': 0.4610950374978499, 'eval_runtime': 28.3075, 'eval_samples_per_second': 4.628, 'eval_steps_per_second': 4.628, 'epoch': 295.08}
{'loss': 1042.609, 'learning_rate': 0.0035413182523230326, 'epoch': 298.36}
{'loss': 1036.4502, 'learning_rate': 0.0035266313087438644, 'epoch': 301.64}
{'loss': 1034.8145, 'learning_rate': 0.0035117444045458324, 'epoch': 304.92}
{'loss': 1045.411, 'learning_rate': 0.00349665948963954, 'epoch': 308.2}
{'loss': 1040.5402, 'learning_rate': 0.003481378539871351, 'epoch': 311.48}
{'loss': 1055.2662, 'learning_rate': 0.0034659035567645904, 'epoch': 314.75}
{'loss': 1044.5477, 'learning_rate': 0.003450236567257381, 'epoch': 318.03}
{'loss': 1045.1655, 'learning_rate': 0.0034343796234371513, 'epoch': 321.31}
{'loss': 1031.1291, 'learning_rate': 0.0034183348022718513, 'epoch': 324.59}
{'loss': 1002.5628, 'learning_rate': 0.0034021042053379072, 'epoch': 327.87}
{'eval_loss': 79155.34375, 'eval_kendalltau': 0.46061797657701203, 'eval_runtime': 28.6527, 'eval_samples_per_second': 4.572, 'eval_steps_per_second': 4.572, 'epoch': 327.87}
{'loss': 1031.4234, 'learning_rate': 0.003385689958544953, 'epoch': 331.15}
{'loss': 985.2416, 'learning_rate': 0.0033692610606308334, 'epoch': 334.43}
{'loss': 1054.9275, 'learning_rate': 0.003352487770210379, 'epoch': 337.7}
{'loss': 1009.1379, 'learning_rate': 0.003335537328771216, 'epoch': 340.98}
{'loss': 1012.0084, 'learning_rate': 0.003318411956509367, 'epoch': 344.26}
{'loss': 1053.0388, 'learning_rate': 0.003301113896533575, 'epoch': 347.54}
{'loss': 1026.8902, 'learning_rate': 0.003283645414571497, 'epoch': 350.82}
{'loss': 993.1719, 'learning_rate': 0.003266008798672934, 'epoch': 354.1}
{'loss': 1026.402, 'learning_rate': 0.0032482063589101425, 'epoch': 357.38}
{'loss': 1009.6409, 'learning_rate': 0.0032302404270752524, 'epoch': 360.66}
{'eval_loss': 76735.1015625, 'eval_kendalltau': 0.4644496580093616, 'eval_runtime': 28.3145, 'eval_samples_per_second': 4.627, 'eval_steps_per_second': 4.627, 'epoch': 360.66}
{'loss': 1026.6693, 'learning_rate': 0.003212113356374848, 'epoch': 363.93}
{'loss': 1004.0812, 'learning_rate': 0.0031939193412714394, 'epoch': 367.21}
{'loss': 1006.4298, 'learning_rate': 0.00317547791242906, 'epoch': 370.49}
{'loss': 1007.8948, 'learning_rate': 0.0031568825176032213, 'epoch': 373.77}
{'loss': 990.7571, 'learning_rate': 0.0031381355924485813, 'epoch': 377.05}
{'loss': 994.6942, 'learning_rate': 0.0031192395924674833, 'epoch': 380.33}
{'loss': 982.8524, 'learning_rate': 0.0031001969926883303, 'epoch': 383.61}
{'loss': 995.5988, 'learning_rate': 0.0030810102873414023, 'epoch': 386.89}
{'loss': 981.9124, 'learning_rate': 0.0030616819895321577, 'epoch': 390.16}
{'loss': 1003.0043, 'learning_rate': 0.0030422146309120627, 'epoch': 393.44}
{'eval_loss': 77716.9453125, 'eval_kendalltau': 0.46941306965776974, 'eval_runtime': 28.2213, 'eval_samples_per_second': 4.642, 'eval_steps_per_second': 4.642, 'epoch': 393.44}
{'loss': 966.9091, 'learning_rate': 0.003022610761346992, 'epoch': 396.72}
{'loss': 1019.7002, 'learning_rate': 0.003002872948583243, 'epoch': 400.0}
{'loss': 953.1512, 'learning_rate': 0.0029830037779112087, 'epoch': 403.28}
{'loss': 943.1945, 'learning_rate': 0.00296300585182675, 'epoch': 406.56}
{'loss': 959.3151, 'learning_rate': 0.0029428817896903206, 'epoch': 409.84}
{'loss': 927.5349, 'learning_rate': 0.002922634227383875, 'epoch': 413.11}
{'loss': 945.8176, 'learning_rate': 0.002902265816965619, 'epoch': 416.39}
{'loss': 968.678, 'learning_rate': 0.0028817792263226383, 'epoch': 419.67}
{'loss': 936.8102, 'learning_rate': 0.002861177138821452, 'epoch': 422.95}
{'loss': 951.5363, 'learning_rate': 0.002840462252956547, 'epoch': 426.23}
{'eval_loss': 76809.375, 'eval_kendalltau': 0.47067021938409787, 'eval_runtime': 28.291, 'eval_samples_per_second': 4.63, 'eval_steps_per_second': 4.63, 'epoch': 426.23}
{'loss': 939.1251, 'learning_rate': 0.0028196372819969165, 'epoch': 429.51}
{'loss': 932.8905, 'learning_rate': 0.002798704953630679, 'epoch': 432.79}
{'loss': 946.6519, 'learning_rate': 0.0027776680096077986, 'epoch': 436.07}
{'loss': 954.3885, 'learning_rate': 0.0027565292053809624, 'epoch': 439.34}
{'loss': 942.407, 'learning_rate': 0.0027352913097446756, 'epoch': 442.62}
{'loss': 942.0827, 'learning_rate': 0.0027139571044725915, 'epoch': 445.9}
{'loss': 964.173, 'learning_rate': 0.0026926367505372265, 'epoch': 449.18}
{'loss': 919.3113, 'learning_rate': 0.0026711187679493943, 'epoch': 452.46}
{'loss': 916.8716, 'learning_rate': 0.0026496211245674002, 'epoch': 455.74}
{'loss': 917.212, 'learning_rate': 0.0026279305818397787, 'epoch': 459.02}
{'eval_loss': 77140.3046875, 'eval_kendalltau': 0.4658745721338719, 'eval_runtime': 28.2627, 'eval_samples_per_second': 4.635, 'eval_steps_per_second': 4.635, 'epoch': 459.02}
{'loss': 934.852, 'learning_rate': 0.002606157791756801, 'epoch': 462.3}
{'loss': 920.5463, 'learning_rate': 0.002584305606153455, 'epoch': 465.57}
{'loss': 932.016, 'learning_rate': 0.0025623768872640807, 'epoch': 468.85}
{'loss': 900.1497, 'learning_rate': 0.0025404846977155598, 'epoch': 472.13}
{'loss': 914.3703, 'learning_rate': 0.002518411885390111, 'epoch': 475.41}
{'loss': 903.3657, 'learning_rate': 0.0024962711706439313, 'epoch': 478.69}
{'loss': 916.619, 'learning_rate': 0.002474065453503369, 'epoch': 481.97}
{'loss': 933.9678, 'learning_rate': 0.002451797642508894, 'epoch': 485.25}
{'loss': 936.2873, 'learning_rate': 0.002429470654334127, 'epoch': 488.52}
{'loss': 935.568, 'learning_rate': 0.00240708741340381, 'epoch': 491.8}
{'eval_loss': 80310.9453125, 'eval_kendalltau': 0.43729118685024365, 'eval_runtime': 28.2981, 'eval_samples_per_second': 4.629, 'eval_steps_per_second': 4.629, 'epoch': 491.8}
{'loss': 924.8013, 'learning_rate': 0.0023846508515107637, 'epoch': 495.08}
{'loss': 922.3282, 'learning_rate': 0.0023621639074318723, 'epoch': 498.36}
{'loss': 927.9082, 'learning_rate': 0.002339629526543159, 'epoch': 501.64}
{'loss': 918.6912, 'learning_rate': 0.002317050660433999, 'epoch': 504.92}
{'loss': 929.2664, 'learning_rate': 0.002294430266520509, 'epoch': 508.2}
{'loss': 930.763, 'learning_rate': 0.002271771307658189, 'epoch': 511.48}
{'loss': 894.2602, 'learning_rate': 0.002249076751753834, 'epoch': 514.75}
{'loss': 900.0666, 'learning_rate': 0.0022263495713767986, 'epoch': 518.03}
{'loss': 903.3074, 'learning_rate': 0.0022035927433696426, 'epoch': 521.31}
{'loss': 898.4923, 'learning_rate': 0.0021808092484582203, 'epoch': 524.59}
{'eval_loss': 79555.96875, 'eval_kendalltau': 0.46295394156967146, 'eval_runtime': 28.2426, 'eval_samples_per_second': 4.638, 'eval_steps_per_second': 4.638, 'epoch': 524.59}
{'loss': 897.7779, 'learning_rate': 0.002158002070861259, 'epoch': 527.87}
{'loss': 907.701, 'learning_rate': 0.0021351741978994847, 'epoch': 531.15}
{'loss': 892.9166, 'learning_rate': 0.002112328619604332, 'epoch': 534.43}
{'loss': 893.1598, 'learning_rate': 0.0020894683283263107, 'epoch': 537.7}
{'loss': 895.8027, 'learning_rate': 0.0020665963183430607, 'epoch': 540.98}
{'loss': 903.2925, 'learning_rate': 0.002043830005872581, 'epoch': 544.26}
{'loss': 907.5248, 'learning_rate': 0.0020209435682324917, 'epoch': 547.54}
{'loss': 888.5575, 'learning_rate': 0.001998054387370223, 'epoch': 550.82}
{'loss': 870.3598, 'learning_rate': 0.0019751654613474195, 'epoch': 554.1}
{'loss': 909.0854, 'learning_rate': 0.0019522797881923444, 'epoch': 557.38}
{'eval_loss': 75113.1171875, 'eval_kendalltau': 0.47791733183362645, 'eval_runtime': 28.4002, 'eval_samples_per_second': 4.613, 'eval_steps_per_second': 4.613, 'epoch': 557.38}
{'loss': 863.0302, 'learning_rate': 0.0019294003655071972, 'epoch': 560.66}
{'loss': 895.8564, 'learning_rate': 0.001906530190075479, 'epoch': 563.93}
{'loss': 881.0302, 'learning_rate': 0.0018836722574694714, 'epoch': 567.21}
{'loss': 868.3091, 'learning_rate': 0.001860829561657871, 'epoch': 570.49}
{'loss': 883.627, 'learning_rate': 0.001838005094613635, 'epoch': 573.77}
{'loss': 863.6582, 'learning_rate': 0.001815201845922088, 'epoch': 577.05}
{'loss': 870.3198, 'learning_rate': 0.001792422802389338, 'epoch': 580.33}
{'loss': 876.652, 'learning_rate': 0.0017696709476510664, 'epoch': 583.61}
{'loss': 883.6286, 'learning_rate': 0.0017469492617817194, 'epoch': 586.89}
{'loss': 863.4765, 'learning_rate': 0.0017242607209041769, 'epoch': 590.16}
{'eval_loss': 77540.0234375, 'eval_kendalltau': 0.4712958438100019, 'eval_runtime': 28.8496, 'eval_samples_per_second': 4.541, 'eval_steps_per_second': 4.541, 'epoch': 590.16}
{'loss': 856.6398, 'learning_rate': 0.001701608296799937, 'epoch': 593.44}
{'loss': 850.3338, 'learning_rate': 0.0016789949565198619, 'epoch': 596.72}
{'loss': 862.5551, 'learning_rate': 0.0016564236619955525, 'epoch': 600.0}
{'loss': 867.3431, 'learning_rate': 0.0016338973696513903, 'epoch': 603.28}
{'loss': 848.2134, 'learning_rate': 0.0016114190300172981, 'epoch': 606.56}
{'loss': 860.4929, 'learning_rate': 0.0015889915873422767, 'epoch': 609.84}
{'loss': 838.5636, 'learning_rate': 0.0015666179792087594, 'epoch': 613.11}
{'loss': 849.8534, 'learning_rate': 0.0015443011361478476, 'epoch': 616.39}
{'loss': 889.3095, 'learning_rate': 0.0015220439812554604, 'epoch': 619.67}
{'loss': 853.7371, 'learning_rate': 0.0014998494298094646, 'epoch': 622.95}
{'eval_loss': 81640.90625, 'eval_kendalltau': 0.46657723299957227, 'eval_runtime': 29.9784, 'eval_samples_per_second': 4.37, 'eval_steps_per_second': 4.37, 'epoch': 622.95}
{'loss': 858.8706, 'learning_rate': 0.00147783086633669, 'epoch': 626.23}
{'loss': 863.0466, 'learning_rate': 0.0014557698851962537, 'epoch': 629.51}
{'loss': 832.9357, 'learning_rate': 0.001433780188189672, 'epoch': 632.79}
{'loss': 845.1759, 'learning_rate': 0.0014118646555627509, 'epoch': 636.07}
{'loss': 847.3852, 'learning_rate': 0.0013900261578471248, 'epoch': 639.34}
{'loss': 841.0943, 'learning_rate': 0.0013682675554842717, 'epoch': 642.62}
{'loss': 852.7508, 'learning_rate': 0.0013465916984508502, 'epoch': 645.9}
{'loss': 846.2158, 'learning_rate': 0.0013250014258854009, 'epoch': 649.18}
{'loss': 851.2896, 'learning_rate': 0.001303499565716473, 'epoch': 652.46}
{'loss': 847.9258, 'learning_rate': 0.0012820889342922209, 'epoch': 655.74}
{'eval_loss': 76137.9453125, 'eval_kendalltau': 0.4830757688139556, 'eval_runtime': 28.3783, 'eval_samples_per_second': 4.616, 'eval_steps_per_second': 4.616, 'epoch': 655.74}
{'loss': 827.3165, 'learning_rate': 0.0012607723360115082, 'epoch': 659.02}
{'loss': 839.1991, 'learning_rate': 0.0012395525629565896, 'epoch': 662.3}
{'loss': 830.2328, 'learning_rate': 0.001218432394527393, 'epoch': 665.57}
{'loss': 820.6359, 'learning_rate': 0.0011974145970774762, 'epoch': 668.85}
{'loss': 839.783, 'learning_rate': 0.001176501923551679, 'epoch': 672.13}
{'loss': 842.0322, 'learning_rate': 0.0011556971131255417, 'epoch': 675.41}
{'loss': 821.2337, 'learning_rate': 0.0011350028908465237, 'epoch': 678.69}
{'loss': 821.1323, 'learning_rate': 0.0011144219672770698, 'epoch': 681.97}
{'loss': 837.8106, 'learning_rate': 0.001094059069808618, 'epoch': 685.25}
{'loss': 844.4509, 'learning_rate': 0.001073712215615298, 'epoch': 688.52}
{'eval_loss': 74290.84375, 'eval_kendalltau': 0.48627143114906873, 'eval_runtime': 28.3144, 'eval_samples_per_second': 4.627, 'eval_steps_per_second': 4.627, 'epoch': 688.52}
{'loss': 828.9716, 'learning_rate': 0.001053486688082548, 'epoch': 691.8}
{'loss': 818.8177, 'learning_rate': 0.0010333851363824233, 'epoch': 695.08}
{'loss': 820.1716, 'learning_rate': 0.0010134101934484263, 'epoch': 698.36}
{'loss': 814.1218, 'learning_rate': 0.00099356447563064, 'epoch': 701.64}
{'loss': 832.1472, 'learning_rate': 0.0009739488196272439, 'epoch': 704.92}
{'loss': 829.7698, 'learning_rate': 0.0009543686546195738, 'epoch': 708.2}
{'loss': 822.9242, 'learning_rate': 0.0009349254480836236, 'epoch': 711.48}
{'loss': 814.0957, 'learning_rate': 0.0009156217467217891, 'epoch': 714.75}
{'loss': 811.9745, 'learning_rate': 0.0008964600789638555, 'epoch': 718.03}
{'loss': 810.296, 'learning_rate': 0.0008774429546358164, 'epoch': 721.31}
{'eval_loss': 77133.203125, 'eval_kendalltau': 0.46759870027198386, 'eval_runtime': 28.9889, 'eval_samples_per_second': 4.519, 'eval_steps_per_second': 4.519, 'epoch': 721.31}
{'loss': 824.3178, 'learning_rate': 0.0008585728646311368, 'epoch': 724.59}
{'loss': 814.1532, 'learning_rate': 0.0008398522805844897, 'epoch': 727.87}
{'loss': 811.3463, 'learning_rate': 0.0008212836545480182, 'epoch': 731.15}
{'loss': 801.1886, 'learning_rate': 0.0008028694186701587, 'epoch': 734.43}
{'loss': 804.433, 'learning_rate': 0.0007846119848770816, 'epoch': 737.7}
{'loss': 806.0431, 'learning_rate': 0.0007665137445567642, 'epoch': 740.98}
{'loss': 823.5077, 'learning_rate': 0.0007485770682457695, 'epoch': 744.26}
{'loss': 797.1459, 'learning_rate': 0.0007308043053187466, 'epoch': 747.54}
{'loss': 797.1279, 'learning_rate': 0.0007131977836807066, 'epoch': 750.82}
{'loss': 804.0755, 'learning_rate': 0.000695759809462111, 'epoch': 754.1}
{'eval_loss': 79430.8515625, 'eval_kendalltau': 0.47861953193033385, 'eval_runtime': 28.7605, 'eval_samples_per_second': 4.555, 'eval_steps_per_second': 4.555, 'epoch': 754.1}
{'loss': 804.7791, 'learning_rate': 0.0006784926667168058, 'epoch': 757.38}
{'loss': 806.0607, 'learning_rate': 0.0006613986171228628, 'epoch': 760.66}
{'loss': 786.9092, 'learning_rate': 0.000644479899686329, 'epoch': 763.93}
{'loss': 806.3147, 'learning_rate': 0.0006277387304479674, 'epoch': 767.21}
{'loss': 785.2932, 'learning_rate': 0.0006111773021929923, 'epoch': 770.49}
{'loss': 783.7233, 'learning_rate': 0.0005947977841638553, 'epoch': 773.77}
{'loss': 800.3288, 'learning_rate': 0.0005786828377305164, 'epoch': 777.05}
{'loss': 786.5443, 'learning_rate': 0.0005626726161705538, 'epoch': 780.33}
{'loss': 793.3219, 'learning_rate': 0.0005468506580580484, 'epoch': 783.61}
{'loss': 791.424, 'learning_rate': 0.0005312190357784657, 'epoch': 786.89}
{'eval_loss': 77865.453125, 'eval_kendalltau': 0.48530412080304586, 'eval_runtime': 28.2213, 'eval_samples_per_second': 4.642, 'eval_steps_per_second': 4.642, 'epoch': 786.89}
{'loss': 789.4066, 'learning_rate': 0.0005157797967867788, 'epoch': 790.16}
{'loss': 773.2416, 'learning_rate': 0.0005005349633392895, 'epoch': 793.44}
{'loss': 807.8022, 'learning_rate': 0.00048548653222874673, 'epoch': 796.72}
{'loss': 791.977, 'learning_rate': 0.00047063647452281066, 'epoch': 800.0}
{'loss': 775.9741, 'learning_rate': 0.00045598673530587, 'epoch': 803.28}
{'loss': 799.4338, 'learning_rate': 0.00044153923342427916, 'epoch': 806.56}
{'loss': 774.9191, 'learning_rate': 0.00042729586123502086, 'epoch': 809.84}
{'loss': 773.8636, 'learning_rate': 0.0004133281557761637, 'epoch': 813.11}
{'loss': 797.9512, 'learning_rate': 0.00039949756915078674, 'epoch': 816.39}
{'loss': 769.5425, 'learning_rate': 0.0003858766189023999, 'epoch': 819.67}
{'eval_loss': 76132.2890625, 'eval_kendalltau': 0.48219919048429255, 'eval_runtime': 30.0525, 'eval_samples_per_second': 4.359, 'eval_steps_per_second': 4.359, 'epoch': 819.67}
{'loss': 777.328, 'learning_rate': 0.00037246708912492757, 'epoch': 822.95}
{'loss': 782.5744, 'learning_rate': 0.00035927073622009863, 'epoch': 826.23}
{'loss': 786.4223, 'learning_rate': 0.0003462892886673974, 'epoch': 829.51}
{'loss': 784.0386, 'learning_rate': 0.00033358772942278735, 'epoch': 832.79}
{'loss': 790.1242, 'learning_rate': 0.00032104006969547295, 'epoch': 836.07}
{'loss': 777.1437, 'learning_rate': 0.00030877341185233867, 'epoch': 839.34}
{'loss': 780.5808, 'learning_rate': 0.0002966660809589123, 'epoch': 842.62}
{'loss': 788.618, 'learning_rate': 0.000284781855475831, 'epoch': 845.9}
{'loss': 763.2113, 'learning_rate': 0.0002731222920180214, 'epoch': 849.18}
{'loss': 784.6798, 'learning_rate': 0.0002616889177738162, 'epoch': 852.46}
{'eval_loss': 76707.1484375, 'eval_kendalltau': 0.4807379304711442, 'eval_runtime': 28.2487, 'eval_samples_per_second': 4.637, 'eval_steps_per_second': 4.637, 'epoch': 852.46}
{'loss': 800.0835, 'learning_rate': 0.00025053868993105686, 'epoch': 855.74}
{'loss': 765.5255, 'learning_rate': 0.00023956100760240574, 'epoch': 859.02}
{'loss': 777.2392, 'learning_rate': 0.00022881391039825406, 'epoch': 862.3}
{'loss': 789.488, 'learning_rate': 0.00021829880599064146, 'epoch': 865.57}
{'loss': 770.5359, 'learning_rate': 0.00020801707166481775, 'epoch': 868.85}
{'loss': 770.705, 'learning_rate': 0.00019797005413884738, 'epoch': 872.13}
{'loss': 763.6483, 'learning_rate': 0.00018815906938720862, 'epoch': 875.41}
{'loss': 774.7941, 'learning_rate': 0.0001785854024684299, 'epoch': 878.69}
{'loss': 777.0078, 'learning_rate': 0.00016925030735676926, 'epoch': 881.97}
{'loss': 770.2445, 'learning_rate': 0.0001601550067779658, 'epoch': 885.25}
